,normal,ecg_duration,number_of_beats,mean_qrs_amplitude,standard_deviation_qrs_amplitude,mean_t_amplitude,standard_deviation_t_amplitude,mean_p_amplitude,standard_deviation_p_amplitude,mean_rr_interval,standard_deviation_rr_interval,mean_pr_interval,standard_deviation_pr_interval,mean_qt_interval,standard_deviation_qt_interval,mean_pr_segment,standard_deviation_pr_segment,mean_st_deviation,standard_deviation_st_deviation,mean_heart_rate,standard_deviation_heart_rate
3652,1,30.0,32,0.0,1.016,0.4483,0.9097,0.5385,0.8593,0.9294,0.0292,-0.6466,0.7044,1.5302,0.903,1.679,0.7473,0.0968,1.0118,64.6222,2.0132
3653,1,30.0,43,0.6744,0.7471,0.3,0.9661,-0.2432,0.9833,0.6845,0.1159,-0.4839,0.5776,1.1058,0.6551,1.2741,0.6133,-0.0952,1.0075,89.2827,10.4552
3654,1,48.82,55,-0.6,0.8074,0.16,0.9971,0.0667,1.009,0.8857,0.0322,-1.3856,1.1794,2.2653,1.2962,2.3957,1.1799,-0.8889,0.4624,67.8322,2.4552
3655,1,60.0,72,-0.7778,0.633,0.1515,0.996,-0.1333,0.9994,0.8368,0.1374,-1.7604,1.3812,2.6146,1.4468,2.6915,1.3615,0.4085,0.9193,76.2527,29.3534
3656,1,30.0,45,0.0667,1.009,-0.0952,1.0075,0.0256,1.0127,0.6593,0.1983,-0.4226,0.5775,1.032,0.6744,1.1742,0.6884,-0.1364,1.0021,103.9107,45.5271
3657,0,60.0,105,-0.0476,1.0037,0.0505,1.0038,-0.0753,1.0026,0.5712,0.1085,-1.2578,0.9984,1.7939,1.0229,1.9348,1.0073,0.5192,0.8588,108.8188,20.5519
3658,0,30.0,52,0.0385,1.009,-0.0612,1.0085,0.1739,0.9956,0.5712,0.0658,-0.4429,0.4677,0.949,0.4937,1.1118,0.4628,0.5294,0.8568,110.0362,45.7562
3659,0,12.02,17,0.1765,1.0146,0.0,1.0377,-0.5,0.9045,0.6792,0.2683,0.101,0.2805,0.4445,0.2369,0.6936,0.2567,-0.25,1.0,105.5607,51.9943
3660,1,30.0,27,-0.4074,0.9306,-0.5833,0.8297,-0.2381,0.9952,1.1136,0.1726,-0.7715,0.9414,1.6751,1.0932,1.9733,0.994,-0.1538,1.0077,56.1325,15.9067
3661,0,30.0,38,0.0526,1.012,-0.1429,1.0042,0.0,1.016,0.7657,0.3693,-0.5645,0.7002,1.259,0.8059,1.4282,0.7818,-0.1892,0.9955,98.6479,45.6371
3662,1,60.0,70,-0.5429,0.8459,0.0625,1.0059,-0.2414,0.9789,0.8565,0.0354,-1.8174,1.4164,2.731,1.5109,2.7977,1.4322,-0.7681,0.645,70.1772,3.0088
3663,1,30.0,39,-0.0769,1.0101,-0.2778,0.9743,0.2121,0.9924,0.7677,0.0966,-0.5304,0.5671,1.2921,0.7051,1.4266,0.5969,0.1053,1.0078,81.3481,27.0075
3664,0,30.0,33,-0.5758,0.8303,0.0667,1.0148,0.2593,0.9842,0.9189,0.3193,-0.6389,0.8031,1.3706,0.987,1.6527,0.9659,0.1875,0.998,81.4258,51.8618
3665,1,43.0133,46,0.0435,1.0101,-0.1707,0.9976,-0.1111,1.0079,0.943,0.1588,-1.1823,1.2163,2.1521,1.3244,2.2355,1.2299,-0.3333,0.9535,68.3045,29.5396
3666,1,30.0,34,-0.0588,1.0133,0.0968,1.0118,-0.0714,1.0157,0.879,0.0332,-0.5301,0.7183,1.3946,0.8492,1.5282,0.7377,-0.3939,0.9334,68.3573,2.6543
3667,1,13.4667,22,0.3636,0.9535,-0.2,1.0052,-0.1111,1.0226,0.6113,0.0992,0.0187,0.3191,0.5273,0.3081,0.6973,0.3428,-0.2381,0.9952,102.0305,25.4469
3668,1,30.0,37,-0.1351,1.0045,0.4706,0.8956,0.7419,0.6816,0.8095,0.0336,-0.5698,0.6172,1.3135,0.7154,1.4867,0.594,0.3889,0.9344,74.2409,3.086
3669,1,30.0,32,-0.375,0.9419,-0.1034,1.0122,0.0769,1.0168,0.942,0.2719,-0.6391,0.682,1.429,0.8273,1.6648,0.6464,0.2903,0.9727,75.409,44.5675
3670,1,30.0,38,0.0,1.0134,-0.2,0.9941,-0.3125,0.9651,0.7768,0.2823,-0.4698,0.6619,1.2578,0.8821,1.3574,0.8105,-0.2973,0.968,94.2286,52.7135
3671,1,30.0,36,-0.0556,1.0126,-0.3939,0.9334,-0.3333,0.9589,0.8076,0.222,-0.5369,0.6231,1.2993,0.84,1.4418,0.6641,-0.7714,0.6456,84.2626,39.5625
3672,0,30.0,42,0.8571,0.5213,0.1282,1.0047,0.0,1.0142,0.7138,0.0968,-0.4767,0.5295,1.0955,0.5871,1.307,0.5155,-0.122,1.0049,86.6782,20.4793
3673,0,30.0,53,-0.1321,1.0007,0.12,1.0029,0.5319,0.856,0.5652,0.2822,-0.3564,0.495,0.9283,0.57,1.0109,0.5638,0.2308,0.9825,130.474,56.3157
3674,0,30.0,54,-0.2963,0.9641,-0.098,1.0051,-0.1667,0.9964,0.552,0.0119,-0.379,0.4565,0.872,0.4636,1.0358,0.4566,-0.7736,0.6398,108.7445,2.4286
3675,0,30.0,30,0.4,0.9322,-0.1852,1.0014,0.0833,1.018,1.0087,0.2978,-0.6328,0.9381,1.469,1.05,1.7023,1.0528,-0.1724,1.0025,63.1193,13.736
3676,1,20.5667,38,0.1579,1.0007,0.2353,0.9865,-0.1613,1.0032,0.5383,0.2397,-0.1089,0.3184,0.7238,0.3785,0.7648,0.3762,-0.0811,1.0105,132.3762,56.7674
3677,0,60.0,56,0.5714,0.8281,0.04,1.0093,-0.1818,0.9947,1.0641,0.161,-2.2808,1.7788,3.2427,1.8631,3.4467,1.7781,0.3455,0.9471,58.6389,15.8271
3678,1,30.0,38,-0.4737,0.8925,0.3143,0.9632,0.5,0.8799,0.7846,0.0482,-0.5002,0.6334,1.1993,0.709,1.385,0.6334,0.6216,0.7941,76.7632,4.8705
3679,0,21.7067,24,0.1667,1.0072,-0.3333,0.9661,-0.2222,1.0033,0.8751,0.6262,-0.3086,0.6112,1.0563,0.8834,1.3141,1.0937,-0.3043,0.974,104.3221,59.5627
3680,1,30.0,35,-0.3143,0.9632,0.3125,0.9651,-0.0345,1.0171,0.8555,0.0286,-0.5341,0.6552,1.3769,0.7958,1.5085,0.6722,0.2941,0.9701,70.2141,2.434
3681,0,33.72,27,0.3333,0.9608,-0.2174,0.998,-0.8947,0.4588,1.2378,0.0478,-1.0503,1.0626,1.9704,1.3302,2.3928,1.0607,-0.7692,0.6516,48.5475,2.034
3682,0,40.26,79,0.3924,0.9257,-0.2973,0.9613,-0.6857,0.7331,0.5115,0.0895,-0.5836,0.5946,1.1074,0.5967,1.1909,0.5983,-0.7949,0.6107,120.7691,21.4271
3683,1,30.0,30,0.8667,0.5074,-0.037,1.0184,-0.3333,0.9631,0.981,0.2485,-0.5978,0.7707,1.5344,0.9726,1.6858,0.8741,-0.4483,0.9097,70.5669,40.1373
3684,0,30.0,27,0.5556,0.8473,0.0833,1.018,0.0476,1.0235,1.0976,0.0656,-0.7117,0.8695,1.6881,0.9844,1.9119,0.8635,-0.2308,0.9923,54.8684,3.5233
3685,1,30.0,30,-0.2,0.9965,0.037,1.0184,-0.25,0.9891,0.9968,0.3172,-0.7142,0.906,1.4994,1.0938,1.8123,1.0921,0.3103,0.9675,71.831,39.3951
3686,1,30.0,38,0.6316,0.7857,-0.0286,1.0142,-0.25,0.9837,0.7826,0.1265,-0.5405,0.6058,1.237,0.7229,1.4356,0.6254,-0.8919,0.4585,77.7043,6.6397
3687,0,13.2133,17,0.4118,0.9393,0.0667,1.0328,0.2308,1.0127,0.7708,0.2033,0.0169,0.2978,0.5842,0.4783,0.8424,0.4298,0.25,1.0,85.1053,30.1488
3688,1,19.0467,22,0.0909,1.0193,0.2,1.0052,0.4444,0.9218,0.8521,0.2267,-0.1667,0.3748,0.8953,0.5383,1.1153,0.4163,-0.1429,1.0142,79.8056,38.2339
3689,0,30.0,55,0.3818,0.9328,0.1154,1.003,-0.0612,1.0085,0.54,0.1843,-0.3666,0.488,0.8908,0.4862,1.0111,0.5419,-0.5556,0.8393,122.8472,39.5998
3690,0,30.0,24,0.75,0.6757,-0.0476,1.0235,-0.2222,1.0033,1.2125,0.2555,-0.8622,0.9843,1.809,1.1694,2.1589,1.034,0.3043,0.974,52.927,17.1098
3691,0,17.2267,20,0.5,0.8885,-0.2222,1.0033,-0.25,1.0,0.8289,0.2563,-0.0419,0.351,0.7565,0.6482,0.9704,0.5071,-0.2632,0.9912,83.8518,40.8339
3692,1,30.0,43,-0.0233,1.0116,0.3333,0.9551,0.2778,0.9743,0.6887,0.2238,-0.8011,0.7591,1.4309,0.8035,1.5918,0.6863,0.1429,1.0017,109.7716,87.4656
3693,0,30.0,34,-0.0588,1.0133,0.2258,0.9903,0.5714,0.8357,0.8597,0.0231,-0.5705,0.6338,1.4054,0.7536,1.5425,0.6366,-0.4545,0.9045,69.8415,1.8994
3694,1,17.973300000000002,21,0.1429,1.0142,0.3684,0.9551,0.4118,0.9393,0.8608,0.0191,-0.1225,0.3552,0.8582,0.5377,1.0863,0.3668,-0.3,0.9787,69.7332,1.5784
3695,1,30.0,60,0.1,1.0034,-0.2222,0.9842,-0.1538,0.9779,0.504,0.1981,-0.9105,0.9027,1.6624,1.1901,1.5093,0.9116,-0.0847,1.005,139.5624,57.3241
3696,0,30.0,41,-0.4634,0.8971,0.1053,1.0078,0.0286,1.0142,0.73,0.1998,-0.4591,0.606,1.1469,0.7185,1.2961,0.6656,0.5,0.8771,92.2077,41.9367
3697,1,30.0,40,0.2,0.9923,0.027,1.0134,-0.2353,0.9865,0.7554,0.144,-0.4928,0.6087,1.1847,0.6863,1.3577,0.6097,-0.1795,0.9966,85.3001,32.5718
3698,0,30.0,41,-0.0244,1.0121,0.0,1.0134,-0.0857,1.0109,0.7183,0.2504,-0.487,0.6003,1.1538,0.7295,1.2989,0.6587,0.35,0.9487,100.544,56.3778
3699,0,30.0,56,0.3214,0.9555,-0.0943,1.0051,0.12,1.0029,0.5267,0.2416,-0.3447,0.4468,0.8897,0.4557,0.9617,0.4529,-0.3455,0.9471,142.0028,67.7352
3700,1,30.0,43,0.9535,0.305,0.2,0.9923,-0.2432,0.9833,0.6858,0.0768,-0.5202,0.5323,1.1689,0.6536,1.3339,0.5308,-0.0952,1.0075,89.5046,18.5106
3701,1,30.0,42,0.6667,0.7544,0.4359,0.9118,0.0,1.0142,0.7174,0.1026,-0.4907,0.6204,1.1598,0.668,1.3097,0.6313,-0.0244,1.0121,86.9632,25.8103
3702,0,30.0,37,0.2973,0.968,-0.0588,1.0133,-0.1613,1.0032,0.7956,0.0665,-0.545,0.5861,1.2957,0.6994,1.4647,0.5717,-0.4444,0.9085,75.96,6.8006
3703,1,30.0,45,0.5556,0.8409,0.1905,0.9936,-0.2308,0.9857,0.6622,0.1102,-0.4512,0.5782,1.0856,0.6734,1.2227,0.6334,-0.2727,0.9732,94.9916,28.2513
3704,0,30.0,50,0.32,0.957,-0.2174,0.9869,-0.1628,0.9983,0.6032,0.3224,-0.6016,0.718,1.1836,0.6955,1.2928,0.642,-0.6735,0.7469,121.6508,52.205
3705,0,25.9333,43,0.2558,0.9782,0.05,1.0115,0.1892,0.9955,0.5964,0.2303,-0.2964,0.4976,0.8845,0.6282,0.9808,0.6084,0.2857,0.9699,119.5545,53.0533
3706,0,12.44,13,1.0,0.0,-0.0909,1.0445,0.1111,1.0541,0.9397,0.0845,0.0821,0.2926,0.6109,0.4522,0.9494,0.2833,-0.5,0.9045,64.3864,6.5604
3707,1,30.0,46,0.8261,0.5698,-0.0233,1.0116,-0.3,0.9661,0.6433,0.1621,-0.4684,0.5163,1.0575,0.5529,1.2131,0.5165,-0.0222,1.0111,105.028,49.6223
3708,1,30.0,34,0.1176,1.008,0.3548,0.9504,0.0714,1.0157,0.8897,0.2555,-0.5788,0.7292,1.388,0.9618,1.5696,0.836,-0.0303,1.015,86.2365,79.1862
3709,1,30.0,44,0.2727,0.9732,0.0732,1.0097,0.2632,0.9777,0.672,0.2928,-0.4667,0.5707,1.1176,0.5403,1.2433,0.5328,0.3488,0.9483,233.2452,901.012
3710,1,30.0,30,0.0667,1.0148,-0.2593,0.9842,-0.25,0.9891,0.9968,0.2295,-0.6442,0.7351,1.559,0.9056,1.7385,0.7193,-0.2414,0.9876,65.7601,25.782
3711,1,30.0,32,0.25,0.9837,0.1724,1.0025,0.0,1.0198,0.94,0.0611,-0.588,0.7476,1.5116,0.8947,1.6475,0.7733,0.0968,1.0118,64.085,4.075
3712,0,30.0,65,0.1077,1.0019,-0.0645,1.0061,0.1186,1.0015,0.4569,0.1529,-0.2995,0.3996,0.7828,0.4308,0.8377,0.4197,0.0,1.0079,281.9835,1108.1585
3713,1,30.0,50,-0.32,0.957,-0.3191,0.958,-0.1364,1.0021,0.5863,0.2216,-0.3548,0.4804,0.9469,0.524,1.0301,0.4937,-0.2245,0.9846,117.9911,45.4529
3714,0,60.0,80,0.4,0.9223,0.0811,1.0035,0.0294,1.007,0.7535,0.181,-1.604,1.1632,2.3914,1.1834,2.472,1.1232,-0.4684,0.8892,88.9312,42.3197
3715,1,11.1067,16,0.5,0.8944,0.0,1.0377,0.3333,0.9847,0.6776,0.1745,0.1231,0.2779,0.4536,0.2196,0.6371,0.2583,-0.0667,1.0328,96.9673,35.4097
3716,0,30.44,54,-0.2593,0.9749,0.16,0.9971,0.6596,0.7598,0.5577,0.1032,-0.3715,0.496,0.9318,0.4784,1.0253,0.5131,0.5094,0.8687,111.2721,20.4768
3717,0,30.0,34,-0.1176,1.008,0.2258,0.9903,0.4286,0.9201,0.8739,0.253,-0.6115,0.7057,1.4496,0.8572,1.5856,0.7899,0.2121,0.9924,77.9461,34.6474
3718,1,60.0,75,0.5733,0.8248,0.2174,0.9832,0.2381,0.979,0.8003,0.0147,-1.7029,1.3387,2.5427,1.4319,2.6236,1.3434,0.1892,0.9886,74.9997,1.3836
3719,1,38.9533,44,-0.1818,0.9947,0.0,1.0127,0.1111,1.0079,0.884,0.0808,-0.9785,0.9227,1.8587,1.0782,1.9869,0.9339,-0.7209,0.7012,69.1509,14.3306
3720,1,30.0,49,0.2653,0.9742,-0.2609,0.976,-0.0233,1.0116,0.6178,0.1854,-0.4083,0.5352,1.0423,0.6118,1.1317,0.6123,-0.125,1.0027,110.2232,47.0817
3721,0,48.0133,125,0.936,0.3534,-0.3782,0.9297,-0.7739,0.6361,0.3814,0.0597,-0.5505,0.5247,1.0901,0.6125,1.026,0.5254,-0.8226,0.571,161.3892,31.6184
3722,1,30.0,48,0.0833,1.0071,-0.1111,1.005,-0.1905,0.9936,0.6143,0.212,-0.4063,0.5405,1.0053,0.6146,1.1277,0.6068,-0.4468,0.9043,115.5023,55.1851
3723,0,30.0,24,0.5,0.8847,-0.3333,0.9661,-0.5556,0.8556,1.2338,0.2006,-0.7954,1.0677,1.8273,1.083,2.1203,1.0265,-0.8261,0.5762,51.9372,21.8379
3724,1,30.0,44,-0.4091,0.923,0.122,1.0049,0.2105,0.9907,0.6608,0.235,-0.4202,0.5629,1.0669,0.664,1.1775,0.6516,-0.1628,0.9983,109.6149,58.4447
3725,1,30.0,31,-0.0968,1.0118,0.0714,1.0157,-0.2,1.0,0.9587,0.1162,-0.5276,0.762,1.536,0.8843,1.5951,0.7817,0.2,0.9965,64.5374,17.0949
3726,1,30.0,47,0.3617,0.9424,0.0455,1.0105,0.4146,0.9213,0.639,0.0287,-0.4671,0.5217,1.0367,0.5848,1.2052,0.5287,0.3043,0.9631,94.0788,4.1065
3727,0,30.0,42,-0.0952,1.0075,0.1282,1.0047,0.1667,1.0,0.7166,0.1555,-0.4676,0.6043,1.1411,0.6056,1.2803,0.5907,-0.6585,0.7619,89.6406,28.5345
3728,1,30.0,46,0.6087,0.8022,0.1163,1.005,0.1,1.0077,0.6418,0.2376,-0.3953,0.6005,1.0123,0.7503,1.1238,0.7121,-0.1556,0.999,108.364,43.2188
3729,0,30.0,43,0.4419,0.9077,0.1,1.0077,0.027,1.0134,0.6835,0.1337,-0.4883,0.605,1.0898,0.616,1.2658,0.6198,-0.8571,0.5213,90.6622,15.6388
3730,1,30.0,35,-0.3143,0.9632,-0.3125,0.9651,-0.3103,0.9675,0.8548,0.0168,-0.4891,0.7388,1.1912,0.7269,1.4628,0.7605,-1.0,0.0,70.2181,1.3915
3731,1,30.0,48,0.1667,0.9964,0.0667,1.009,0.0476,1.011,0.6233,0.3042,-0.4146,0.5362,1.0341,0.6186,1.1264,0.6095,-0.0638,1.0087,126.6227,66.1899
3732,1,30.0,39,-0.4872,0.8847,-0.1667,1.0,0.0303,1.015,0.7676,0.2752,-0.5063,0.6612,1.2873,0.8892,1.3934,0.7777,-0.1053,1.0078,98.5516,61.2731
3733,1,30.0,34,0.1176,1.008,-0.3548,0.9504,-0.5,0.8819,0.8765,0.2409,-0.5448,0.7166,1.3863,0.918,1.5149,0.8051,-0.6364,0.7833,79.2439,44.8547
3734,1,30.0,34,0.5882,0.8209,0.0323,1.016,-0.4286,0.9201,0.8769,0.2447,-0.5688,0.6206,1.427,0.7913,1.5709,0.6277,-0.3333,0.9574,80.8142,48.0418
3735,1,30.0,40,0.7,0.7232,0.6757,0.7474,0.2941,0.9701,0.7479,0.0232,-0.482,0.5876,1.2073,0.6566,1.357,0.5932,0.1282,1.0047,80.2951,2.5074
3736,1,22.48,32,-0.625,0.7931,-0.0345,1.0171,0.0,1.0198,0.7081,0.1822,-0.2648,0.4418,0.9217,0.586,1.1053,0.5181,-0.0968,1.0118,95.0155,42.7005
3737,1,60.0,74,-0.5946,0.8095,0.5294,0.8547,-0.5806,0.8208,0.8057,0.0713,-1.693,1.3535,2.5308,1.4774,2.6258,1.3772,-0.3425,0.946,75.4886,11.8752
3738,1,21.0867,41,0.0732,1.0097,-0.1053,1.0078,-0.3143,0.9632,0.5208,0.1661,-0.0849,0.2953,0.6597,0.396,0.6982,0.3644,-0.2,0.9923,125.9182,39.5808
3739,1,30.0,32,-0.3125,0.9651,0.3103,0.9675,0.5385,0.8593,0.9125,0.0275,-0.6628,0.6751,1.486,0.8114,1.6851,0.6693,-0.7419,0.6816,65.811,1.9096
3740,1,60.0,74,-0.6757,0.7422,0.2941,0.9629,0.2903,0.9647,0.8074,0.0261,-1.6992,1.3339,2.5176,1.3886,2.6098,1.327,-0.8356,0.5531,74.378,2.0512
3741,0,30.0,30,-0.2,0.9965,0.037,1.0184,0.5,0.8847,0.976,0.1097,-0.5857,0.7277,1.5177,0.9375,1.6849,0.7539,0.931,0.3714,62.2915,7.5605
3742,1,30.0,27,0.5556,0.8473,-0.0833,1.018,-0.8095,0.6016,1.0999,0.1798,-0.6922,0.8894,1.6356,1.0657,1.8906,0.9605,-0.6154,0.8038,57.6139,20.2593
3743,1,30.0,38,0.0,1.0134,0.0857,1.0109,-0.5,0.8799,0.7658,0.2358,-0.4617,0.6973,1.1904,0.8559,1.324,0.8423,-0.2432,0.9833,91.3698,47.758
3744,1,60.0,68,0.4706,0.8889,-0.0968,1.0034,-0.0357,1.0084,0.8906,0.2153,-1.8478,1.6907,2.814,1.901,2.8293,1.8203,-0.403,0.9221,76.7922,40.9478
3745,1,30.0,39,-0.8462,0.5399,0.2222,0.9888,0.2121,0.9924,0.7463,0.0873,-0.5077,0.5905,1.2061,0.7035,1.3638,0.6182,0.7895,0.622,82.432,17.976
3746,1,30.0,40,1.0,0.0,0.4054,0.9267,-0.1176,1.008,0.7557,0.0203,-0.525,0.5878,1.2489,0.6921,1.4136,0.5798,-1.0,0.0,79.4509,2.1863
3747,1,46.8467,63,0.1746,0.9925,0.4828,0.8834,0.1321,1.0007,0.7399,0.0492,-1.1502,0.9843,1.8381,1.0281,1.9895,0.9968,0.4839,0.8823,81.4479,5.5434
3748,1,30.0,39,-0.1282,1.0047,0.2222,0.9888,-0.0909,1.0113,0.762,0.1368,-0.5223,0.6087,1.2299,0.7175,1.3873,0.6026,0.0526,1.012,84.4406,34.3349
3749,1,30.0,35,-0.1429,1.0042,-0.125,1.008,0.0345,1.0171,0.8469,0.2803,-0.5279,0.6677,1.2902,0.7731,1.4728,0.6814,-0.2941,0.9701,82.2875,39.9241
3750,1,19.0967,22,0.1818,1.0065,0.7,0.7327,0.1111,1.0226,0.8649,0.0632,-0.165,0.3643,0.8742,0.5356,1.1477,0.3879,-0.3333,0.9661,69.7621,5.643
3751,0,18.386699999999998,28,0.3571,0.9512,0.3077,0.9703,-0.25,0.9891,0.6369,0.2025,-0.0669,0.3637,0.6797,0.3607,0.8037,0.4141,-0.6296,0.7917,105.9015,41.7096
3752,0,30.0,66,0.3333,0.95,0.0476,1.0069,0.0,1.0084,0.4513,0.081,-0.2821,0.3752,0.7909,0.3766,0.8391,0.3639,-0.2615,0.9727,136.7529,22.0432
3753,1,30.0,34,0.1176,1.008,0.4194,0.9228,0.2857,0.9759,0.8862,0.0518,-0.5584,0.672,1.3951,0.7991,1.5591,0.6746,0.5758,0.8303,67.9345,4.009
3754,0,30.0,36,-0.5556,0.8433,0.1875,0.998,0.4483,0.9097,0.8227,0.3324,-0.738,1.0017,1.465,0.9716,1.6084,0.9569,0.4286,0.9167,92.1532,57.4564
3755,1,31.4133,53,-0.434,0.9096,-0.2245,0.9846,-0.6,0.809,0.5963,0.0847,-0.4892,0.524,1.0083,0.517,1.1748,0.5013,-0.5385,0.8509,103.626,22.2443
3756,0,30.0,34,0.2353,0.9865,0.1613,1.0032,0.1429,1.0079,0.8777,0.2963,-0.511,0.7259,1.3712,0.8978,1.4761,0.855,0.5758,0.8303,80.0382,37.6314
3757,0,30.0,71,-0.3803,0.9315,0.2059,0.9859,0.5077,0.8682,0.4174,0.0696,-0.2454,0.3514,0.7356,0.3691,0.7532,0.371,0.4857,0.8804,270.46,1058.6934
3758,1,60.0,67,0.6119,0.7969,0.082,1.0049,-0.5273,0.8575,0.8876,0.0212,-1.8868,1.4794,2.7922,1.5626,2.891,1.4816,0.2424,0.9776,67.6339,1.616
3759,1,30.0,54,0.3704,0.9376,0.0588,1.0082,-0.0417,1.0097,0.5528,0.2568,-0.3707,0.4713,0.9278,0.5522,1.0188,0.5474,-0.1698,0.9949,135.3859,61.9109
3760,1,30.0,35,-0.3714,0.942,-0.25,0.9837,-0.3103,0.9675,0.8491,0.0336,-0.5845,0.6274,1.4354,0.7926,1.5608,0.63,-0.0588,1.0133,70.7703,2.8323
3761,1,42.7733,55,0.0182,1.009,-0.12,1.0029,-0.5111,0.8692,0.7773,0.0329,-0.9999,0.8992,1.8175,1.0425,1.9079,0.9023,-0.5556,0.8393,77.3249,3.356
3762,1,30.0,32,0.125,1.008,0.3103,0.9675,0.1538,1.0077,0.9396,0.1276,-0.5469,0.7596,1.4884,0.8485,1.5928,0.7808,0.0323,1.016,66.0872,17.1682
3763,1,60.0,75,-0.4133,0.9167,-0.0725,1.0047,-0.4603,0.8949,0.7959,0.126,-1.6771,1.3947,2.4906,1.5043,2.5838,1.4396,0.1351,0.9976,78.7221,21.8231
3764,0,30.0,56,0.3214,0.9555,-0.1321,1.0007,-0.28,0.9697,0.529,0.1299,-0.3499,0.4638,0.8791,0.4663,0.9698,0.4951,-0.6364,0.7785,120.0077,27.9476
3765,1,30.0,39,0.5897,0.8181,0.0,1.015,-0.0968,1.0118,0.7659,0.2969,-0.8844,1.2799,1.5844,1.3032,1.6953,1.2073,-0.3684,0.9421,97.5285,54.8003
3766,1,60.0,71,-0.1549,0.995,0.0769,1.0048,0.2881,0.9658,0.8434,0.2287,-1.733,1.6116,2.6113,1.7676,2.6703,1.7083,0.1429,0.9969,83.0876,46.512
3767,1,30.0,36,-0.2222,0.9888,0.0303,1.015,-0.6667,0.7581,0.8165,0.1397,-0.5313,0.5959,1.2988,0.7319,1.4625,0.6013,-0.8857,0.471,77.1775,22.3724
3768,0,30.7067,37,-0.0811,1.0105,-0.2121,0.9924,-0.3333,0.9589,0.8389,0.1761,-0.5707,0.6519,1.3392,0.848,1.5087,0.7064,0.0,1.0142,77.1873,29.5147
3769,1,30.0,43,0.0698,1.0094,0.0,1.0127,0.027,1.0134,0.7064,0.1601,-0.4638,0.611,1.1075,0.7143,1.2734,0.6761,0.0952,1.0075,95.8066,52.0348
3770,0,30.0,34,0.5882,0.8209,0.1613,1.0032,-0.2857,0.9759,0.8755,0.1806,-0.5189,0.6859,1.3069,0.7691,1.5069,0.7321,-0.5758,0.8303,70.9532,12.4497
3771,1,30.0,50,-0.04,1.0093,-0.0213,1.0106,0.0455,1.0105,0.6044,0.4116,-0.3807,0.474,0.9999,0.6209,1.0928,0.6508,0.0612,1.0085,121.178,46.2747
3772,1,30.0,36,0.2222,0.9888,-0.2727,0.977,-0.2,0.9965,0.7926,0.1642,-0.5762,0.6502,1.3387,0.8172,1.4664,0.6977,-0.3143,0.9632,80.5613,24.4729
3773,0,30.0,29,0.7241,0.7019,0.0,1.0198,-0.3043,0.974,1.0481,0.3579,-0.7309,0.975,1.5536,1.1828,1.8572,1.2084,-0.6429,0.78,71.845,46.1652
3774,1,30.0,45,0.7333,0.6876,-0.0476,1.011,-0.2821,0.9719,0.6586,0.0894,-0.4811,0.5625,1.0383,0.5848,1.2481,0.5822,0.1364,1.0021,94.7981,29.6138
3775,0,56.82,89,0.618,0.7907,-0.2048,0.9848,-0.0909,1.0024,0.6343,0.0941,-1.323,1.072,1.8529,1.1069,2.0616,1.0893,-0.4091,0.9177,95.8105,8.68
3776,1,30.0,32,-0.3125,0.9651,-0.5172,0.871,-0.2308,0.9923,0.9365,0.0913,-0.5371,0.7355,1.4913,0.9508,1.5945,0.8102,-0.4194,0.9228,64.755,7.2989
3777,0,30.0,26,0.4615,0.9047,0.2174,0.998,0.3,0.9787,1.1393,0.1955,-0.8325,0.879,1.7406,0.9592,2.081,0.8558,-0.12,1.0132,55.3097,16.3703
3778,1,30.0,43,1.0,0.0,0.7,0.7232,-0.2973,0.968,0.7056,0.0269,-0.4717,0.5785,1.2416,0.6636,1.3231,0.5793,-0.3333,0.9542,85.1452,3.1046
3779,1,36.32,39,0.0769,1.0101,-0.1429,1.0042,0.4839,0.8896,0.9439,0.0119,-0.8886,0.9705,1.8058,1.0611,1.9582,0.9716,0.7368,0.6851,63.5787,0.8091
3780,1,30.0,40,-0.2,0.9923,0.2973,0.968,-0.0588,1.0133,0.7359,0.1843,-0.5103,0.518,1.2055,0.6347,1.3577,0.4912,-0.5897,0.8181,91.668,43.1498
3781,1,30.0,35,0.8857,0.471,-0.375,0.9419,-0.6552,0.7689,0.8606,0.0721,-0.5647,0.6447,1.3514,0.804,1.5272,0.6748,-0.8824,0.4777,70.4767,9.4336
3782,1,60.0,80,-0.275,0.9675,0.0,1.0068,-0.2941,0.9629,0.7423,0.0283,-1.6146,1.2605,2.3071,1.3191,2.4683,1.2756,-0.443,0.9022,80.9468,3.1736
3783,1,30.0,39,1.0,0.0,0.4444,0.9085,-0.0909,1.0113,0.7586,0.0164,-0.5361,0.5689,1.2742,0.667,1.4101,0.5618,-0.0526,1.012,79.1296,1.7251
3784,1,30.0,42,-0.0952,1.0075,-0.2308,0.9857,0.0556,1.0126,0.7171,0.192,-0.4991,0.5911,1.1786,0.7369,1.3207,0.6562,-0.4146,0.9213,94.0807,41.2739
3785,1,22.4333,25,-0.52,0.8718,0.1818,1.0065,-0.1579,1.0145,0.8739,0.1894,-0.1632,0.4645,0.9992,0.6688,1.1267,0.5267,-0.1667,1.0072,73.9549,25.8889
3786,1,25.0933,31,0.4839,0.8896,0.5,0.8819,0.2,1.0,0.8131,0.2805,-0.3151,0.6476,1.1593,0.8731,1.2374,0.8113,-0.4,0.9322,92.1057,60.5329
